@relation documents

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute F51 numeric
@attribute F52 numeric
@attribute F53 numeric
@attribute F54 numeric
@attribute F55 numeric
@attribute F56 numeric
@attribute F57 numeric
@attribute F58 numeric
@attribute F59 numeric
@attribute F60 numeric
@attribute F61 numeric
@attribute F62 numeric
@attribute F63 numeric
@attribute F64 numeric
@attribute relevance {0, 1}

@data
0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.029012, 0.022556, 0.153846, 0.285714, 0.029340, 0.460737, 0.000000, 0.000000, 0.000000, 0.198491, 0.175297, 0.000000, 0.000000, 0.000000, 0.158357, 0.036460, 0.000000, 0.000000, 0.000000, 0.036383, 0.258883, 0.000000, 0.000000, 0.000000, 0.232411, 0.198499, 0.198499, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000053, 0.378187, 0.000000, 0.016847, 0.020258, 0.002162, 0.104348, 0.285714, 0.225000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.021053, 0.082707, 0.153846, 0.142857, 0.022165, 0.515911, 0.000000, 0.000000, 0.000000, 0.263092, 0.244993, 0.000000, 0.000000, 0.000000, 0.212870, 0.045391, 0.000000, 0.000000, 0.000000, 0.044391, 0.347405, 0.000000, 0.000000, 0.000000, 0.301806, 0.312219, 0.312219, 0.508606, 0.485448, 0.210248, 0.585615, 0.455834, 0.555538, 0.232201, 0.384627, 0.014942, 0.717806, 0.011092, 0.354992, 0.012877, 0.069189, 0.152174, 0.000000, 0.083333, 0.299270, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.340426, 0.000000, 0.000000, 0.000000, 0.326087, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.340426, 0.000000, 0.000000, 0.000000, 0.326087, 0.154044, 0.000000, 0.384615, 0.285714, 0.154516, 0.856262, 0.000000, 0.000000, 0.000000, 0.757432, 0.700778, 0.000000, 0.000000, 0.000000, 0.658867, 0.799401, 0.000000, 0.000000, 0.000000, 0.799545, 0.589436, 0.000000, 0.000000, 0.000000, 0.553444, 0.757528, 0.757528, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.301457, 0.000000, 0.000000, 0.000000, 0.000000, 0.004348, 0.428571, 0.208333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.027214, 0.022556, 0.192308, 0.214286, 0.027546, 0.472139, 0.000000, 0.000000, 0.000000, 0.213493, 0.189272, 0.000000, 0.000000, 0.000000, 0.170729, 0.038455, 0.000000, 0.000000, 0.000000, 0.038366, 0.276645, 0.000000, 0.000000, 0.000000, 0.248173, 0.213502, 0.213502, 0.263823, 0.473341, 0.053985, 0.399205, 0.433332, 0.178320, 0.000000, 0.239482, 0.000124, 0.375805, 0.000000, 0.000000, 0.018793, 0.003784, 0.108696, 0.285714, 0.141667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.027343, 0.954887, 0.115385, 0.142857, 0.043177, 0.471306, 0.000000, 0.000000, 0.000000, 0.102559, 0.188218, 0.000000, 0.000000, 0.000000, 0.081159, 0.038312, 0.000000, 0.000000, 0.000000, 0.021488, 0.275340, 0.000000, 0.000000, 0.000000, 0.134277, 0.104202, 0.104202, 0.304341, 0.383702, 0.041074, 0.433802, 0.342850, 0.125154, 0.110361, 0.389576, 0.032877, 0.697226, 0.022520, 0.014682, 0.038344, 0.182162, 0.082609, 0.000000, 0.091667, 0.109489, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.025160, 0.097744, 0.076923, 0.714286, 0.027290, 0.485880, 0.000000, 0.000000, 0.000000, 0.215695, 0.206410, 0.000000, 0.000000, 0.000000, 0.172597, 0.040750, 0.000000, 0.000000, 0.000000, 0.038651, 0.298370, 0.000000, 0.000000, 0.000000, 0.250501, 0.215704, 0.215703, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000005, 0.030805, 0.000000, 0.000000, 0.000000, 0.000541, 0.039130, 0.428571, 0.766667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.085106, 0.250000, 1.000000, 0.000000, 0.108696, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.085106, 0.250000, 1.000000, 0.000000, 0.108696, 0.008729, 0.045113, 0.230769, 0.500000, 0.010122, 0.963226, 0.474805, 0.576379, 0.000000, 0.965549, 0.977201, 0.499982, 0.123045, 0.000000, 0.970831, 0.497787, 0.010919, 0.200000, 0.000000, 0.624856, 0.983134, 0.499997, 0.123048, 0.000000, 0.971756, 0.965548, 0.965548, 0.679817, 0.849360, 0.099227, 0.948268, 0.930266, 0.695803, 0.010077, 0.000000, 0.000338, 0.219824, 0.000000, 0.012461, 0.000000, 0.002703, 0.000000, 0.571429, 0.383333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.106383, 0.000000, 0.000000, 0.000000, 0.086957, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.106383, 0.000000, 0.000000, 0.000000, 0.086957, 0.169191, 0.015038, 0.192308, 0.642857, 0.169891, 0.515975, 0.000000, 0.000000, 0.000000, 0.287758, 0.389012, 0.000000, 0.000000, 0.000000, 0.366989, 0.418928, 0.000000, 0.000000, 0.000000, 0.418968, 0.224565, 0.000000, 0.000000, 0.000000, 0.211164, 0.287845, 0.287844, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000012, 0.093977, 0.000000, 0.000000, 0.000000, 0.000541, 0.004348, 1.000000, 0.525000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.042553, 0.250000, 0.000000, 0.000000, 0.043478, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.042553, 0.250000, 0.000000, 0.000000, 0.043478, 0.039795, 0.022556, 0.153846, 0.714286, 0.040871, 0.598293, 0.693264, 0.000000, 0.000000, 0.547918, 0.440960, 0.693411, 0.000000, 0.000000, 0.528334, 0.243402, 0.012020, 0.000000, 0.000000, 0.370844, 0.371768, 0.693424, 0.000000, 0.000000, 0.447623, 0.547987, 0.547987, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000230, 0.013691, 0.000000, 0.000000, 0.000000, 0.000541, 0.004348, 0.571429, 0.558333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.042553, 0.000000, 0.000000, 0.000000, 0.021739, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.042553, 0.000000, 0.000000, 0.000000, 0.021739, 0.027214, 0.052632, 0.192308, 0.285714, 0.028187, 0.672053, 0.000000, 0.000000, 0.000000, 0.484758, 0.524625, 0.000000, 0.000000, 0.000000, 0.480104, 0.257110, 0.000000, 0.000000, 0.000000, 0.256306, 0.477972, 0.000000, 0.000000, 0.000000, 0.431250, 0.484806, 0.484806, 0.475248, 0.644703, 0.099329, 0.645372, 0.634464, 0.394702, 0.083073, 0.278061, 0.000525, 0.306958, 0.000000, 0.068301, 0.021290, 0.010270, 0.121739, 0.428571, 0.266667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
