0.001818, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002005, 0.000000, 0.000000, 0.000000, 0.000000, 0.005970, 0.095238, 0.067568, 0.312500, 0.006618, 0.314208, 0.000000, 0.000000, 0.000000, 0.060769, 0.445142, 0.000000, 0.000000, 0.000000, 0.389184, 0.224116, 0.000000, 0.000000, 0.000000, 0.134262, 0.569343, 0.000000, 0.000000, 0.000000, 0.507202, 0.060684, 0.060684, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000012, 0.518997, 0.000000, 0.000000, 0.000000, 0.002740, 0.025424, 0.285714, 0.188811, 0.000000, 0.338565, 0.742319, 0.746289, 0.789998, 0
0.001818, 0.166667, 0.125000, 0.000000, 0.007260, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002126, 0.175331, 0.137502, 0.000000, 0.007695, 0.008488, 0.206349, 0.135135, 0.250000, 0.010159, 0.049773, 0.342766, 0.470697, 0.000000, 0.024183, 0.170352, 0.701680, 0.676526, 0.000000, 0.309829, 0.097160, 0.400678, 0.540718, 0.000000, 0.108640, 0.098717, 0.695683, 0.729298, 0.000000, 0.132792, 0.024022, 0.024022, 0.543419, 0.530537, 0.020776, 0.572653, 0.545055, 0.189617, 0.198703, 0.000000, 0.013027, 0.524865, 0.028974, 0.137896, 0.000000, 0.024658, 0.016949, 0.285714, 0.146853, 0.000000, 0.502624, 0.767644, 0.569375, 0.802969, 0
0.003636, 0.083333, 0.000000, 0.500000, 0.005445, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004072, 0.091998, 0.000000, 0.584172, 0.006198, 0.009421, 0.031746, 0.013514, 0.187500, 0.009134, 0.346382, 0.538236, 0.000000, 0.640751, 0.252941, 0.476726, 0.483945, 0.000000, 0.325426, 0.524344, 0.263784, 0.161292, 0.000000, 0.571721, 0.230941, 0.543837, 0.254267, 0.000000, 0.243458, 0.551549, 0.252857, 0.252857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001356, 0.372937, 0.000000, 0.000000, 0.000000, 0.002740, 0.110169, 0.428571, 0.202797, 0.000000, 0.653115, 0.397618, 0.103523, 0.250590, 0
0.003636, 0.333333, 0.000000, 0.000000, 0.009074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003733, 0.341849, 0.000000, 0.000000, 0.009176, 0.008488, 0.253968, 0.054054, 0.437500, 0.010159, 0.129191, 0.504892, 0.000000, 0.000000, 0.042000, 0.187271, 0.791858, 0.000000, 0.000000, 0.256450, 0.069972, 0.516100, 0.000000, 0.000000, 0.054504, 0.079418, 0.717716, 0.000000, 0.000000, 0.085691, 0.041831, 0.041831, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013134, 0.134748, 0.000872, 0.000000, 0.000000, 0.063014, 0.127119, 1.000000, 0.328671, 0.000000, 0.415611, 0.658680, 0.481777, 0.748608, 0
0.003636, 0.333333, 0.062500, 0.000000, 0.010889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003733, 0.341849, 0.060569, 0.000000, 0.010896, 0.002985, 0.095238, 0.040541, 0.125000, 0.003169, 0.205334, 0.930347, 0.432623, 0.000000, 0.143056, 0.278069, 0.914482, 0.206958, 0.000000, 0.386881, 0.077775, 0.520410, 0.007301, 0.000000, 0.080974, 0.174551, 0.859723, 0.131478, 0.000000, 0.202045, 0.142845, 0.142845, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000093, 0.483970, 0.000000, 0.000000, 0.006163, 0.002740, 0.033898, 0.285714, 0.132867, 0.000000, 0.345842, 0.278816, 0.059599, 0.149915, 0
0.005455, 0.083333, 0.062500, 0.500000, 0.009074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.006029, 0.083333, 0.064983, 0.467800, 0.009746, 0.003638, 0.095238, 0.094595, 0.375000, 0.004567, 0.183460, 0.282700, 0.286359, 0.397586, 0.060829, 0.221462, 0.341306, 0.178932, 0.053718, 0.290534, 0.083816, 0.009026, 0.078636, 0.002976, 0.046603, 0.158659, 0.108855, 0.108012, 0.040217, 0.140942, 0.060632, 0.060632, 0.497731, 0.546644, 0.021444, 0.569342, 0.573039, 0.225657, 0.000000, 0.000000, 0.000249, 0.293043, 0.000000, 0.000000, 0.000000, 0.002740, 0.008475, 0.571429, 0.237762, 0.000000, 0.088694, 0.142455, 0.008198, 0.047659, 0
0.005455, 0.166667, 0.000000, 0.000000, 0.007260, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005743, 0.170924, 0.000000, 0.000000, 0.007455, 0.005690, 0.158730, 0.081081, 0.437500, 0.006990, 0.216191, 0.408296, 0.000000, 0.000000, 0.042722, 0.247341, 0.691576, 0.000000, 0.000000, 0.260931, 0.099021, 0.288443, 0.000000, 0.000000, 0.039831, 0.143923, 0.685412, 0.000000, 0.000000, 0.103616, 0.042541, 0.042541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001722, 0.342983, 0.000000, 0.000000, 0.000000, 0.002740, 0.016949, 0.571429, 0.300699, 0.000000, 0.172486, 0.548694, 0.473579, 0.634073, 0
0.005455, 0.583333, 0.062500, 0.000000, 0.018149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005229, 0.600662, 0.060569, 0.000000, 0.017674, 0.010260, 1.000000, 0.081081, 0.312500, 0.016311, 0.083776, 0.263568, 0.295172, 0.000000, 0.043419, 0.182216, 0.592053, 0.151041, 0.000000, 0.268368, 0.127983, 0.795013, 0.006079, 0.000000, 0.163018, 0.121819, 0.633883, 0.084638, 0.000000, 0.141898, 0.043266, 0.043265, 0.716793, 0.647315, 0.023515, 0.625576, 0.781094, 0.261682, 0.283554, 0.066997, 0.030521, 0.525718, 0.043461, 0.231711, 0.042673, 0.117808, 0.110169, 0.285714, 0.167832, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.007273, 0.000000, 0.000000, 0.000000, 0.005445, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007461, 0.000000, 0.000000, 0.000000, 0.005447, 0.024531, 0.238095, 0.081081, 0.312500, 0.026097, 0.384234, 0.000000, 0.000000, 0.000000, 0.161623, 0.526626, 0.000000, 0.000000, 0.000000, 0.498502, 0.365730, 0.000000, 0.000000, 0.000000, 0.290782, 0.749048, 0.000000, 0.000000, 0.000000, 0.711624, 0.161703, 0.161703, 0.602118, 0.669463, 0.026521, 0.629173, 0.885850, 0.174377, 0.208692, 0.157288, 0.011035, 0.306997, 0.014487, 0.648160, 0.031523, 0.175342, 0.813559, 0.571429, 0.237762, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.007273, 0.000000, 0.000000, 0.000000, 0.005445, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008028, 0.000000, 0.000000, 0.000000, 0.006016, 0.030035, 0.269841, 0.081081, 0.250000, 0.031690, 0.372468, 0.000000, 0.000000, 0.000000, 0.151712, 0.540225, 0.000000, 0.000000, 0.000000, 0.515721, 0.387638, 0.000000, 0.000000, 0.000000, 0.315005, 0.720147, 0.000000, 0.000000, 0.000000, 0.684449, 0.172818, 0.172818, 0.627231, 0.663087, 0.025720, 0.663121, 0.775249, 0.152305, 0.326855, 0.134571, 0.033324, 0.401481, 0.057948, 1.000000, 0.031834, 0.271233, 0.805085, 0.428571, 0.209790, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
